Age_Range,Industry,Job_Title,Annual_Salary,Additional_Monetary_Compensation,Currency,Other_Currency,Country,State/Province,City,"Total _Years_of _Professional_Experience",Total_Years_of_Professional_Field_Experience,Highest_Education,Gender
25-34,"COMPUTING OR TECH","Product Designer",105000,10000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Product Designer",145610,30000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
25-34,"HEALTH CARE","Product Manager",120000,14400,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Man
35-44,"COMPUTING OR TECH","Product Manager",112000,18000,USD,NA,"United States",Texas,Austin,"11 - 20 years","2 - 4 years","College Degree",Man
25-34,"COMPUTING OR TECH","Product Manager",120000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","2 - 4 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Product Manager",125000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"ENGINEERING OR MANUFACTURING","Product Marketing Manager",144000,2000,USD,NA,"United States",Texas,Austin,"21 - 30 years","21 - 30 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Product Marketing Senior Advisor",120000,7000,USD,NA,"United States",Texas,Austin,"21 - 30 years","2 - 4 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Product Owner: Data, Reporting, & Analytics",102550,25000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","High School",Woman
18-24,"MEDIA & DIGITAL","Production Editor",49920,0,USD,NA,"United States",Texas,Austin,"5-7 years","1 year or less","College Degree",Woman
45-54,"EDUCATION (HIGHER EDUCATION)","Professional Administrator",65000,0,USD,NA,"United States",Texas,Austin,"31 - 40 years","21 - 30 years","Master'S Degree","Other/Prefer not to answer"
25-34,NONPROFITS,"Program Coordinator",38110,720,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","Master'S Degree",Non-binary
25-34,"GOVERNMENT & PUBLIC ADMINISTRATION","Program Coordinator",46800,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","2 - 4 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Program Manager",62000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Man
35-44,"COMPUTING OR TECH","Program Manager",95000,5000,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years",PH.D.,Woman
35-44,"COMPUTING OR TECH","Program Manager",137000,50000,USD,NA,"United States",Texas,Austin,"11 - 20 years","2 - 4 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,NONPROFITS,"Program Manager",54000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","Master'S Degree",Non-binary
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Program Manager",78000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Program Manager",63500,0,USD,NA,"United States",Texas,Austin,"5-7 years","1 year or less",PH.D.,Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Program Specialist",52000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"GOVERNMENT & PUBLIC ADMINISTRATION","Program Specialist",48000,0,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Man
25-34,"GOVERNMENT & PUBLIC ADMINISTRATION","Program Specialist III",42000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"GOVERNMENT & PUBLIC ADMINISTRATION","Program Specialist IV",59000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Programmatic Supervisor",80000,0,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,ARCHITECTURE,"Project Architect",70000,7000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"GOVERNMENT AND PUBLIC ADMINISTRATION","Project Coordinator",69000,1000,USD,NA,"United States",Texas,Austin,"8 - 10 years","2 - 4 years","Master'S Degree",Man
25-34,"PROPERTY OR CONSTRUCTION","Project Coordinator",51000,1200,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
18-24,"BUSINESS OR CONSULTING","Project Coordinator",79000,20000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH","Project Manager",117500,22000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Man
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Project Manager",95000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","2 - 4 years","Master'S Degree",Man
35-44,"COMPUTING OR TECH","Project Manager",121000,50000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
45-54,"COMPUTING OR TECH","Project Manager",175000,30000,USD,NA,"United States",Texas,Austin,"21 - 30 years","11 - 20 years","College Degree",Woman
25-34,"BUSINESS OR CONSULTING","Projects Team Manager",125000,7000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,LAW,Prosecutor,85000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"GOVERNMENT & PUBLIC ADMINISTRATION","Purchaser IV",49704,2500,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH","QE Manager (Quality Engineering)",110000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Quality Assurance Manager",74000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","Master'S Degree",Woman
25-34,"ENGINEERING OR MANUFACTURING","Radio Frequency Integrated Circuit Design Engineer",105000,10000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","Master'S Degree",Man
35-44,"EDUCATION (HIGHER EDUCATION)",Receptionist,42161,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Woman
55-64,"GOVERNMENT AND PUBLIC ADMINISTRATION","Records Management Officer",105000,0,USD,NA,"United States",Texas,Austin,"41 years or more","11 - 20 years","College Degree",Man
25-34,"HEALTH CARE","Registered Nurse",60000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"GOVERNMENT & PUBLIC ADMINISTRATION","Research Specialist",48000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","Master'S Degree",Woman
25-34,"PUBLIC HEALTH","Research Specialist/Data Analyst",62000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","Master'S Degree",Woman
18-24,SALES,"Sales Associate",60000,5000,USD,NA,"United States",Texas,Austin,"1 year or less","1 year or less","College Degree",Man
35-44,SALES,"Sales Associate",45000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Man
45-54,"BUSINESS OR CONSULTING","Salesforce Marketing Cloud Solutions Architect",110000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","Some College",Woman
55-64,"RECRUITMENT OR HR","Scheduling Coordinator",55000,1000,USD,NA,"United States",Texas,Austin,"41 years or more","11 - 20 years","High School",Man
25-34,"SOCIAL WORK","School Social Worker",52000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Security Compliance Lead",100000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,"MEDIA & DIGITAL","Self-Employed Writer",45000,20000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Senior Academic Program Coordinator",48000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
35-44,"MARKETING, ADVERTISING & PR","Senior Account Supervisor",101700,2500,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Accountant",70000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
18-24,"EDUCATION (PRIMARY/SECONDARY)","Senior Admin",27000,1200,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Woman
45-54,"EDUCATION (HIGHER EDUCATION)","Senior Administrative Assistant",64000,0,USD,NA,"United States",Texas,Austin,"21 - 30 years","8 - 10 years","Master'S Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Associate",90000,13000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Man
35-44,"ACCOUNTING, BANKING & FINANCE","Senior Client Consultation Associate",63000,5000,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","Master'S Degree",Woman
35-44,"VIDEO GAMES","Senior Community Management",95000,15000,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Man
25-34,"MEDIA & DIGITAL","Senior Data Analyst",85000,0,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Man
35-44,"COMPUTING OR TECH","Senior Demand Generation Specialist",90000,4000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Senior Director",65000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"MEDIA & DIGITAL","Senior Editor",91000,12000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years",PH.D.,Woman
45-54,"ENVIRONMENTAL CONSULTING","Senior Environmental Consultant.",132000,0,USD,NA,"United States",Texas,Austin,"31 - 40 years","21 - 30 years","Master'S Degree",Man
25-34,"COMPUTING OR TECH","Senior Financial Analyst",107220,16083,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","Master'S Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Senior Global Content Strategist",91000,11000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Manager",185000,10000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Some College",Man
35-44,"ENGINEERING OR MANUFACTURING","Senior Manufacturing Engineer",103500,15000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Marketing Manager",127000,2000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,NONPROFITS,"Senior Operations Associate",64446,3784,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years","College Degree",Woman
25-34,"ENGINEERING OR MANUFACTURING","Senior Project Engineer",78000,3000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","Master'S Degree",Man
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Project Manager",91000,15000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Project Manager",95000,5000,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Senior Quality Engineer",135000,13500,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Man
25-34,"BUSINESS OR CONSULTING","Senior Research Analyst",90000,4000,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","Master'S Degree",Woman
35-44,"ACCOUNTING, BANKING & FINANCE","Senior Site Reliability Engineer",190000,30000,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years","College Degree",Man
45-54,"COMPUTING OR TECH","Senior Software Architect",150000,0,USD,NA,"United States",Texas,Austin,"21 - 30 years","21 - 30 years","Some College",Non-binary
35-44,"COMPUTING OR TECH","Senior Software Developer",185000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","High School",Man
25-34,"COMPUTING OR TECH","Senior Software Developer",115000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Senior Software Engineer",170000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","College Degree",Man
25-34,"COMPUTING OR TECH","Senior Software Engineer",121184,10000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Senior Software Engineer",135000,11000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","Some College",Woman
25-34,"COMPUTING OR TECH","Senior Software Engineer",144000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Senior Software Engineer",170000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,"ENGINEERING OR MANUFACTURING","Senior Software Engineer",160000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Support Engineer",92000,30000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Man
25-34,"COMPUTING OR TECH","Senior Technical Writer",124564,51284,USD,NA,"United States",Texas,Austin,"8 - 10 years","2 - 4 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior User Experience (UX) Designer",155000,12000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,RETAIL,"Software Developer",118000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Software Developer",115000,11500,USD,NA,"United States",Texas,Austin,"8 - 10 years","2 - 4 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Software Developer",83500,8350,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Man
18-24,"ACCOUNTING, BANKING & FINANCE","Software Developer I",78000,2340,USD,NA,"United States",Texas,Austin,"1 year or less","1 year or less","College Degree",Woman
25-34,"COMPUTING OR TECH","Software Engineer",85000,8500,USD,NA,"United States",Texas,Austin,"11 - 20 years","1 year or less","College Degree",Man
25-34,"COMPUTING OR TECH","Software Engineer",145500,2000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","High School",Man
35-44,"COMPUTING OR TECH","Software Engineer",140000,30000,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years",PH.D.,Man
25-34,"COMPUTING OR TECH","Software Engineer",133000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Non-binary
25-34,"COMPUTING OR TECH","Software Engineer",84000,4000,USD,NA,"United States",Texas,Austin,"5-7 years","8 - 10 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Software Engineer",110000,12000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Woman
45-54,"COMPUTING OR TECH","Software Engineer",130000,2000,USD,NA,"United States",Texas,Austin,"21 - 30 years","1 year or less","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Software Engineer II",128000,0,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Man
25-34,"COMPUTING OR TECH","Software Engineer II",99000,4900,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Software Engineer Technical Support",10700,2000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","College Degree",Man
18-24,"COMPUTING OR TECH","Software Engineering Manager",150000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Woman
18-24,"COMPUTING OR TECH","Software Support Engineer",66000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree","Other/Prefer not to answer"
45-54,"GOVERNMENT & PUBLIC ADMINISTRATION","Special Projects Coordinator Iii",78500,0,USD,NA,"United States",Texas,Austin,"21 - 30 years","11 - 20 years","College Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Staff Attorney Iii",50016,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,"COMPUTING OR TECH","Staff Technical Writer",142000,33000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","College Degree",Woman
45-54,"GOVERNMENT AND PUBLIC ADMINISTRATION",Supervisor,78000,1400,USD,NA,"United States",Texas,Austin,"21 - 30 years","11 - 20 years","Master'S Degree",Woman
55-64,"UTILITIES & TELECOMMUNICATIONS",Supervisor,70000,3500,USD,NA,"United States",Texas,Austin,"21 - 30 years","2 - 4 years","College Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Support Analyst",49000,0,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Sys Admin",64000,2000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
45-54,"COMPUTING OR TECH","System Analyst",100000,5000,USD,NA,"United States",Texas,Austin,"21 - 30 years","11 - 20 years","College Degree",Woman
45-54,"HEALTH CARE","System Analyst",75000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Tax Examiner",45000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","Some College",Woman
35-44,"ACCOUNTING, BANKING & FINANCE","Tax Office Admin",45700,2000,USD,NA,"United States",Texas,Austin,"21 - 30 years","1 year or less","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Tax Staff",50000,2000,USD,NA,"United States",Texas,Austin,"8 - 10 years","2 - 4 years","College Degree",Woman
45-54,"EDUCATION (PRIMARY/SECONDARY)",Teacher,58000,0,USD,NA,"United States",Texas,Austin,"21 - 30 years","21 - 30 years","Master'S Degree",Woman
25-34,"BUSINESS OR CONSULTING","Team Lead",75000,15000,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Woman
55-64,"COMPUTING OR TECH","Tech Writer/Compliance Analyst",95000,2000,USD,NA,"United States",Texas,Austin,"21 - 30 years","21 - 30 years","Master'S Degree",Woman
35-44,"HEALTH CARE","Technical Applications Specialist",63898,1438,USD,NA,"United States",Texas,Austin,"11 - 20 years","1 year or less","College Degree",Woman
25-34,"BUSINESS OR CONSULTING","Technical Consultant (Data Science/Ai)",90000,5000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Woman
35-44,"RECRUITMENT OR HR","Technical Recruiter",71400,5000,USD,NA,"United States",Texas,Austin,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,SALES,"Technical Sales Representative",56000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","2 - 4 years","College Degree",Woman
35-44,"GOVERNMENT & PUBLIC ADMINISTRATION","Technical Specialist",93000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Technical Support Specialist",70000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Technical Writer",50000,2000,USD,NA,"United States",Texas,Austin,"21 - 30 years","11 - 20 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Test Engineer",45000,0,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Man
25-34,"BUSINESS OR CONSULTING","Training Specialist",84000,2000,USD,NA,"United States",Texas,Austin,"2 - 4 years","1 year or less","College Degree",Non-binary
25-34,UNKNOWN,"Vendor Manager",65000,10000,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","Some College",Woman
35-44,"MARKETING, ADVERTISING & PR","Vice President",140000,5000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Man
25-34,"COMPUTING OR TECH","Vice President  HR",140000,50000,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Woman
35-44,"BUSINESS OR CONSULTING","Vice President  of  Business Development",146000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,NONPROFITS,"Vice President Of Program",115000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,"MEDIA & DIGITAL","Video Content Producer",63000,4000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
25-34,"MARKETING, ADVERTISING & PR",Writer,52000,0,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Woman
45-54,"ENGINEERING OR MANUFACTURING","Business Systems Analyst",81000,35000,USD,NA,"United States",Texas,Austin,"11 - 20 years","2 - 4 years",PH.D.,Woman
25-34,"COMPUTING OR TECH","Contracts Manager",80000,20000,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"ACCOUNTING, BANKING & FINANCE",Controller,150000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,ENTERTAINMENT,"Data Analyst",110000,10000,USD,NA,"United States",Texas,Austin,"2 - 4 years","1 year or less","Master'S Degree",Man
35-44,"MARKETING, ADVERTISING & PR","Digital Asset Manager",60000,3000,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Woman
45-54,"BUSINESS OR CONSULTING","Director Of Human Resources",108000,20000,USD,NA,"United States",Texas,Austin,"21 - 30 years","11 - 20 years","Master'S Degree",Woman
35-44,NONPROFITS,"Executive Director",136000,2000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Network Engingeer",52000,10000,USD,NA,"United States",Texas,Austin,"1 year or less","2 - 4 years","College Degree",Man
25-34,"COMPUTING OR TECH","Product Manager",130000,0,USD,NA,"United States",Texas,Austin,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Program Manager",125000,0,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Manager",115000,11500,USD,NA,"United States",Texas,Austin,"8 - 10 years","8 - 10 years","Master'S Degree",Man
35-44,"ENGINEERING OR MANUFACTURING","Staff Industrial Engineer",127500,15000,USD,NA,"United States",Minnesota,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Man
35-44,"COMPUTING OR TECH","Head Of Customer Success",105000,2000,USD,NA,"United States","New York, Texas",Austin,"11 - 20 years","8 - 10 years","College Degree","Other/Prefer not to answer"
25-34,"ACCOUNTING, BANKING & FINANCE","Accounting Manager",87000,2000,USD,NA,"United States",Texas,Austin,"8 - 10 years","5-7 years","Master'S Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Program Coordinator",54000,0,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
18-24,"RECRUITMENT OR HR","Operations Manager",45000,6000,USD,NA,"United States",Texas,Austin,"2 - 4 years","2 - 4 years","College Degree",Non-binary
25-34,LAW,"Assistant General Counsel",126000,0,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,"ART & DESIGN","Interior Designer",57000,6400,USD,NA,"United States",Texas,Austin,"5-7 years","5-7 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Principal Site Reliability Developer",169000,70000,USD,NA,"United States",Texas,Austin,"11 - 20 years","11 - 20 years","College Degree",Man
35-44,"COMPUTING OR TECH","Technical Project Manager",70000,4000,AUD/NZD,NA,Australia,Unknown,Australia,"8 - 10 years","5-7 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH",Paralegal,62000,0,USD,NA,"United States",Ohio,"Avon Lake","21 - 30 years","11 - 20 years","Some College",Woman
25-34,"ACCOUNTING, BANKING & FINANCE",Controller,140000,0,USD,NA,"United States",Massachusetts,Ayer,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
35-44,"HEALTH CARE","Registered Nurse",83200,0,USD,NA,"United States",Massachusetts,Ayer,"11 - 20 years","5-7 years","College Degree",Man
25-34,"TRANSPORT OR LOGISTICS","Senior Purchasing & Inventory Coordinator",43000,250,GBP,NA,"United Kingdom",Unknown,Aylesbury,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,TRANSLATION,"Freelance Translator",24000,2000,EUR,NA,Spain,Unknown,Badajoz,"2 - 4 years","2 - 4 years","Master'S Degree",Man
25-34,"COMPUTING OR TECH","Online Marketing Manager",39000,2000,EUR,NA,Germany,Unknown,Baden-Württemberg,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
35-44,"ENGINEERING OR MANUFACTURING","Chief Metallurgist",130000,25000,USD,NA,"United States",Arizona,Bagdad,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,RETAIL,"Sales Associate",32000,200,USD,NA,"United States",Washington,"Bainbridge Island","2 - 4 years","1 year or less","Master'S Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Reference Librarian",90000,0,USD,NA,"United States",California,Bakersfield,"5-7 years","5-7 years","Master'S Degree",Woman
35-44,LAW,"Senior Deputy City Attorney",125000,0,USD,NA,"United States",California,Bakersfield,"11 - 20 years","5-7 years","Professional Degree (MD, Jd, Etc.)",Woman
55-64,"EDUCATION (PRIMARY/SECONDARY)",Teacher,65,0,USD,NA,"United States",California,Bakersfield,"31 - 40 years","31 - 40 years","College Degree",Woman
25-34,"GOVERNMENT  & PUBLIC ADMINISTRATION","Branch Manager",35570,2000,USD,NA,"United States",Georgia,"Ball Ground","5-7 years","5-7 years","Some College",Woman
25-34,"ENGINEERING OR MANUFACTURING","Laser Office Manager",90000,10000,AUD/NZD,NA,Australia,Victoria,Ballarat,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Sem Specialist",50000,2000,USD,NA,"United States","New York","Ballston Spa","11 - 20 years","8 - 10 years","Master'S Degree",Man
25-34,"EDUCATION (HIGHER EDUCATION)","Access Services Manager",52000,0,USD,NA,"United States",Maryland,Baltimore,"11 - 20 years","8 - 10 years","College Degree",Man
25-34,INSURANCE,"Adjuster And Analyst",72000,4000,USD,NA,"United States",Maryland,Baltimore,"5-7 years","2 - 4 years","Master'S Degree",Woman
35-44,"GOVERNMENT  & PUBLIC ADMINISTRATION","Administrator IV",88000,1000,USD,NA,"United States",Maryland,Baltimore,"11 - 20 years","1 year or less","Master'S Degree",Woman
35-44,"HEALTH CARE",Analyst,105000,2000,USD,NA,"United States",Maryland,Baltimore,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"EDUCATION (HIGHER EDUCATION)","Annual Giving Manager",65000,2000,USD,NA,"United States",Maryland,Baltimore,"5-7 years","5-7 years","College Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Assistant Dean",96000,0,USD,NA,"United States",Maryland,Baltimore,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,"MEDIA & DIGITAL","Assistant Managing Editor",74000,2000,USD,NA,"United States",Maryland,Baltimore,"11 - 20 years","11 - 20 years","College Degree",Woman
