Industry,Gender,Highest_Education,Average_Salary
"OIL AND GAS",Man,"College Degree",125000.0000
"OIL AND GAS",Man,"Master'S Degree",142000.0000
"OIL AND GAS",Man,PH.D.,142100.0000
"OIL AND GAS",Man,"Some College",120000.0000
"OIL AND GAS",Woman,"College Degree",80060.0000
"OIL AND GAS",Woman,"Master'S Degree",54750.0000
"OIL AND GAS",Woman,"Some College",47000.0000
"OIL AND GAS SAFETY TRAINING",Woman,"Master'S Degree",56000.0000
"OILFIELD ADJACENT",Woman,"Some College",52234.0000
"ONLINE EDUCATION",Woman,"College Degree",75000.0000
"ONLINE EDUCATION STARTUP (NON-TECHNICAL ROLE)",Woman,"Master'S Degree",39800.0000
"ONLINE LEARNING",Woman,"College Degree",43000.0000
"OPERATIONAL TRAINING",Woman,"College Degree",45000.0000
OPERATIONS,Woman,"College Degree",110000.0000
"ORGANIZATIONAL DEVELOPMENT",Woman,"Master'S Degree",99100.0000
"ORGANIZED LABOR",Woman,"Master'S Degree",105500.0000
"ORGANIZED LABOR",Woman,"Professional Degree (MD, Jd, Etc.)",103996.0000
"OUTDOOR INDUSTRY/REPAIR AND MAINTENANCE",Woman,"Some College",37000.0000
"OUTSOURCED CUSTOMER SERVICE/TECH SUPPORT CALL CENTRE",Woman,"High School",2400.0000
"OUTSOURCING SERVICES",Man,"Some College",90000.0000
"PAID STUDENT INTERN IN TECH",Woman,"Some College",40000.0000
PARKING,Woman,"High School",63000.0000
"PARKS AND RECREATION, LAND MANAGEMENT BUT WITH CUSTOMER SERVICE INCLUDED",Woman,"Some College",27460.0000
"PATENT TRANSLATION",Woman,"College Degree",52500.0000
"PAYMENT PROCESSING",Woman,"College Degree",73185.0000
"PAYROLL SOFTWARE",Woman,"College Degree",51001.0000
"PENSION BENEFIT ADMINISTRATION",Man,"Some College",72000.0000
"PER SITTER",Woman,"College Degree",43800.0000
"PERFORMING ARTS",Woman,"College Degree",41500.0000
"PEST CONTROL",Woman,"Master'S Degree",75000.0000
PET,Woman,"College Degree",53000.0000
"PET CARE",Woman,"Master'S Degree",41600.0000
"PET CARE INDUSTRY",Woman,"Some College",35360.0000
"PET CARE INDUSTRY (DOG TRAINING/WALKING)",Woman,"College Degree",48500.0000
"PET CARE/GROOMING","Other/Prefer not to answer","Some College",25000.0000
PHARMA,Man,"College Degree",91200.0000
PHARMA,Man,"Master'S Degree",161000.0000
PHARMA,Man,"Professional Degree (MD, Jd, Etc.)",122000.0000
PHARMA,"Other/Prefer not to answer","College Degree",107000.0000
PHARMA,Woman,"College Degree",106500.0000
PHARMA,Woman,"Master'S Degree",79750.0000
PHARMA,Woman,PH.D.,115666.6667
PHARMA,Woman,"Professional Degree (MD, Jd, Etc.)",175000.0000
"PHARMA / MEDICAL DEVICE DESIGN AND MANUFACTURING",Woman,"Master'S Degree",188000.0000
"PHARMA & BIOTECH",Woman,"Master'S Degree",125760.0000
"PHARMA R&D",Woman,"Master'S Degree",165000.0000
"PHARMA RESEARCH",Woman,PH.D.,180000.0000
"PHARMA/ RESEARCH",Woman,"Master'S Degree",185000.0000
PHARMA/BIOTECH,Woman,"Master'S Degree",128000.0000
PHARMA/BIOTECH,Woman,PH.D.,175000.0000
PHARMA/BIOTECHNOLOGY,Man,PH.D.,168000.0000
PHARMA/BIOTECHNOLOGY,Woman,"Master'S Degree",104500.0000
"PHARMACEITICAL MANUFACTURING",Woman,"College Degree",96304.0000
PHARMACEUTICAL,Man,PH.D.,82000.0000
PHARMACEUTICAL,Non-binary,"Master'S Degree",98000.0000
PHARMACEUTICAL,Woman,"College Degree",91318.1818
PHARMACEUTICAL,Woman,"Master'S Degree",127875.0000
PHARMACEUTICAL,Woman,PH.D.,133671.6000
PHARMACEUTICAL,Woman,"Some College",62737.0000
"PHARMACEUTICAL COMPANY",Woman,PH.D.,188000.0000
"PHARMACEUTICAL DEVELOPMENT",Woman,PH.D.,124500.0000
"PHARMACEUTICAL INDUSTRY",Woman,"College Degree",96000.0000
"PHARMACEUTICAL INDUSTRY",Woman,"Some College",93500.0000
"PHARMACEUTICAL MANUFACTURING",Woman,"College Degree",69566.6667
"PHARMACEUTICAL MANUFACTURING",Woman,PH.D.,114000.0000
"PHARMACEUTICAL R&D",Man,"College Degree",66000.0000
"PHARMACEUTICAL R&D",Man,"Master'S Degree",90000.0000
"PHARMACEUTICAL R&D",Woman,PH.D.,119000.0000
"PHARMACEUTICAL RESEARCH",Woman,"College Degree",52500.0000
"PHARMACEUTICAL RESEARCH",Woman,"Master'S Degree",90000.0000
"PHARMACEUTICAL RESEARCH",Woman,PH.D.,120000.0000
"PHARMACEUTICAL RESEARCH (CHEMIST)",Woman,"Master'S Degree",64000.0000
"PHARMACEUTICAL RESEARCH & DEVELOPMENT",Man,PH.D.,37500.0000
PHARMACEUTICAL/BIOTECH,Woman,"Professional Degree (MD, Jd, Etc.)",160000.0000
"PHARMACEUTICAL/CONTRACT RESEARCH ORGANIZATION",Woman,"College Degree",124000.0000
PHARMACEUTICALS,Man,"College Degree",100666.6667
PHARMACEUTICALS,Man,PH.D.,121000.0000
PHARMACEUTICALS,Woman,"College Degree",76451.8182
PHARMACEUTICALS,Woman,"Master'S Degree",118333.3333
PHARMACEUTICALS,Woman,PH.D.,106437.5000
PHARMACEUTICALS,Woman,"Professional Degree (MD, Jd, Etc.)",187000.0000
"PHARMACEUTICALS / BIOTECH",Woman,PH.D.,160000.0000
"PHARMACEUTICALS R&D",Woman,"Master'S Degree",106000.0000
PHARMACUTICALS,Woman,PH.D.,160000.0000
PHD,Man,"Master'S Degree",19000.0000
PHILANTHROPY,Woman,"College Degree",77385.7143
PHILANTHROPY,Woman,"Master'S Degree",86700.0000
PHILANTHROPY,Woman,PH.D.,65000.0000
"PHYSICAL SCIENCES",Man,PH.D.,103000.0000
PLUMBING,Man,"High School",30000.0000
"POLICY RESEARCH",Woman,"Master'S Degree",82000.0000
"POLITICAL CAMPAIGN","Other/Prefer not to answer","College Degree",103000.0000
"POLITICAL CAMPAIGNING",Woman,"College Degree",42000.0000
"POLITICAL CAMPAIGNS",Man,"College Degree",104000.0000
"POLITICAL CAMPAIGNS",Woman,"College Degree",66000.0000
"POLITICAL CAMPAIGNS",Woman,"Professional Degree (MD, Jd, Etc.)",78000.0000
"POLITICAL CONSULTING",Woman,"College Degree",65000.0000
"POLITICAL CONSULTING",Woman,"Some College",48000.0000
"POLITICAL RESEARCH",Man,"College Degree",40000.0000
POLITICS,Man,"Master'S Degree",90000.0000
POLITICS,Non-binary,"College Degree",64000.0000
POLITICS,"Other/Prefer not to answer","College Degree",72000.0000
POLITICS,Woman,"College Degree",69142.8571
POLITICS/CAMPAIGNS,Woman,"Master'S Degree",69000.0000
POLITICS/CAMPAIGNS,Woman,"Professional Degree (MD, Jd, Etc.)",72000.0000
"POLITICS/GOVERNMENT RELATIONS",Woman,"College Degree",108500.0000
"PRE-PRIMARY EDUCATION",Woman,"Master'S Degree",60000.0000
"PRECLINICAL RESEARCH",Woman,"College Degree",82000.0000
"PRINT / MAIL",Man,"College Degree",87000.0000
"PRINT DISTRIBUTOR",Woman,"College Degree",62500.0000
"PRINT PUBLISHING",Man,"College Degree",68500.0000
PRINTING,Man,"College Degree",40000.0000
PRINTING,Woman,"College Degree",61360.0000
"PRIVATE COMPANY, FEDERAL CONTRACTOR",Woman,"Master'S Degree",62000.0000
"PRIVATE EQUITY",Woman,"College Degree",106500.0000
"PRIVATE INVESTIGATOR AT LARGE FIRM",Woman,"College Degree",56000.0000
"PRIVATE SECTOR EMERGENCY MANAGEMENT",Woman,"Master'S Degree",115000.0000
PROBIOTICS,Man,"Professional Degree (MD, Jd, Etc.)",22000.0000
PROCUREMENT,Woman,"College Degree",43500.0000
PROCUREMENT,Woman,"Master'S Degree",128000.0000
PROCUREMENT/SOURCING/OPERATIONS,Woman,"College Degree",103000.0000
"PRODUCT MANAGEMENT",Man,"Master'S Degree",115000.0000
"PRODUCT MANAGEMENT",Woman,PH.D.,134125.0000
"PRODUCTION AND MANUFACTURING",Woman,"College Degree",65000.0000
"PROFESSIONAL ASSOCIATION",Woman,"College Degree",56500.0000
"PROFESSIONAL ASSOCIATION IN FINANCE",Woman,"Master'S Degree",140000.0000
"PROFESSIONAL PUBLIC LIBRARIAN",Woman,"Master'S Degree",34500.0000
"PROFESSIONAL REGULATION",Woman,"College Degree",55000.0000
"PROFESSIONAL SERVICES",Woman,"College Degree",79196.2500
"PROFESSIONAL SERVICES / ARCHITECTURE",Woman,"College Degree",78000.0000
"PROFESSIONAL TRAINING",Woman,"Master'S Degree",24000.0000
"PROGRAM MANAGEMENT",Woman,"Master'S Degree",83000.0000
"PROJECT MANAGEMENT",Woman,"College Degree",68812.5000
"PROPERTY  OR CONSTRUCTION",Woman,"College Degree",53614.6667
"PROPERTY  OR CONSTRUCTION",Woman,"Professional Degree (MD, Jd, Etc.)",35000.0000
"PROPERTY MANAGEMENT",Woman,"College Degree",56784.0000
"PROPERTY OR CONSTRUCTION",Man,"College Degree",81613.1290
"PROPERTY OR CONSTRUCTION",Man,"High School",55575.0000
"PROPERTY OR CONSTRUCTION",Man,"Master'S Degree",87080.2353
"PROPERTY OR CONSTRUCTION",Man,"Professional Degree (MD, Jd, Etc.)",63000.0000
"PROPERTY OR CONSTRUCTION",Man,"Some College",56542.0000
"PROPERTY OR CONSTRUCTION",Non-binary,"College Degree",70000.0000
"PROPERTY OR CONSTRUCTION",Non-binary,"High School",37500.0000
"PROPERTY OR CONSTRUCTION",Non-binary,"Master'S Degree",90000.0000
"PROPERTY OR CONSTRUCTION","Other/Prefer not to answer","College Degree",63333.3333
"PROPERTY OR CONSTRUCTION","Other/Prefer not to answer","Master'S Degree",117333.3333
"PROPERTY OR CONSTRUCTION",Woman,"College Degree",70366.3168
"PROPERTY OR CONSTRUCTION",Woman,"High School",51196.6207
"PROPERTY OR CONSTRUCTION",Woman,"Master'S Degree",80337.3455
"PROPERTY OR CONSTRUCTION",Woman,"Professional Degree (MD, Jd, Etc.)",88250.0000
"PROPERTY OR CONSTRUCTION",Woman,"Some College",59854.3673
"PROTECTIVE COATINGS",Man,"Some College",56000.0000
PSYCHOLOGIST,Man,PH.D.,60000.0000
PSYCHOLOGY,Woman,PH.D.,120000.0000
"PUBLIC AFFAIRS / PR",Woman,"College Degree",88000.0000
"PUBLIC HEALTH",Man,"Master'S Degree",50500.0000
"PUBLIC HEALTH",Non-binary,"Master'S Degree",65949.0000
"PUBLIC HEALTH",Woman,"College Degree",87000.0000
"PUBLIC HEALTH",Woman,"Master'S Degree",63000.0000
"PUBLIC HEALTH",Woman,PH.D.,35000.0000
"PUBLIC HEALTH (NOT MEDICAL)",Non-binary,"College Degree",65000.0000
"PUBLIC HEALTH IN HIGHER EDUCATION",Woman,"Master'S Degree",67000.0000
"PUBLIC HEALTH RESEARCH",Woman,PH.D.,118000.0000
"PUBLIC HEALTH- STATE LEVEL",Woman,"Master'S Degree",71989.0000
"PUBLIC HEALTH, LOCAL GOVERNMENT",Woman,"Master'S Degree",127000.0000
"PUBLIC LIBRARIAN",Woman,"Master'S Degree",41800.0000
"PUBLIC LIBRARIES",Non-binary,"College Degree",29000.0000
"PUBLIC LIBRARIES","Other/Prefer not to answer","Master'S Degree",61157.0000
"PUBLIC LIBRARIES",Woman,"College Degree",57023.0000
"PUBLIC LIBRARIES",Woman,"Master'S Degree",64926.7619
"PUBLIC LIBRARY",Man,"College Degree",82700.0000
"PUBLIC LIBRARY",Man,"Master'S Degree",56000.0000
"PUBLIC LIBRARY",Man,"Professional Degree (MD, Jd, Etc.)",40000.0000
"PUBLIC LIBRARY",Non-binary,"College Degree",37731.0000
"PUBLIC LIBRARY",Non-binary,"Master'S Degree",87000.0000
"PUBLIC LIBRARY",Non-binary,"Some College",28000.0000
"PUBLIC LIBRARY",Woman,"College Degree",40670.0000
"PUBLIC LIBRARY",Woman,"Master'S Degree",55720.3158
"PUBLIC LIBRARY",Woman,"Professional Degree (MD, Jd, Etc.)",67500.0000
"PUBLIC LIBRARY (MIGHT BE CONSIDERED GOVERNMENT, BUT THAT ALWAYS SEEMS AN ODD DESIGNATION...)",Woman,"Master'S Degree",65000.0000
"PUBLIC LIBRARY (NON-PROFIT, BUT ALSO GOVERNMENT?)",Woman,"Master'S Degree",62000.0000
"PUBLIC LIBRARY (TECHNICALLY CITY GOVT.?)",Woman,"Master'S Degree",76302.0000
"PUBLIC OPINION RESEARCH",Woman,PH.D.,100000.0000
"PUBLIC POLICY",Woman,"College Degree",53080.0000
"PUBLIC SAFETY",Woman,"College Degree",82550.0000
"PUBLIC SAFETY",Woman,"High School",35360.0000
"PUBLIC/ENVIRONMENTAL HEALTH",Non-binary,"College Degree",47000.0000
"PUBLIC/RESEARCH LIBRARY",Woman,"Master'S Degree",72000.0000
PUBLICATIONS,Man,"Master'S Degree",81000.0000
PUBLISHIBG,Woman,"College Degree",34770.0000
PUBLISHING,Man,"College Degree",120350.0000
PUBLISHING,Man,"Master'S Degree",80.0000
PUBLISHING,Non-binary,"College Degree",51500.0000
PUBLISHING,Non-binary,PH.D.,37000.0000
PUBLISHING,Woman,"College Degree",58116.4865
PUBLISHING,Woman,"Master'S Degree",53170.3889
PUBLISHING,Woman,PH.D.,61750.0000
PUBLISHING,Woman,"Some College",83500.0000
"PUBLISHING (ACADEMIC)",Woman,PH.D.,52000.0000
"PUBLISHING (BOOK)",Woman,"College Degree",56640.0000
"PUBLISHING, CONTENT AS A SERVICE",Woman,"College Degree",57500.0000
"PUBLISHING: SCIENCE, ACADEMIC, TECHNICAL",Woman,"College Degree",81500.0000
PUBLISHING/EDTECH,Woman,"College Degree",69000.0000
PURCHASING,Woman,"College Degree",86200.0000
PURCHASING,Woman,"Some College",55000.0000
"QUALITY ASSURANCE",Man,"College Degree",38700.0000
"QUALITY ASSURANCE LABORATORY",Woman,"College Degree",64500.0000
R&D,Woman,"Master'S Degree",160000.0000
"R&D IN MANUFACTURING",Woman,"College Degree",60000.0000
"REAL ESTATE",Man,"College Degree",120000.0000
"REAL ESTATE",Man,"Master'S Degree",100000.0000
"REAL ESTATE",Non-binary,"College Degree",31200.0000
"REAL ESTATE",Woman,"College Degree",55368.7500
"REAL ESTATE",Woman,"Master'S Degree",92833.3333
"REAL ESTATE",Woman,"Some College",90000.0000
"REAL ESTATE / HOUSING",Man,"Master'S Degree",113000.0000
"REAL ESTATE AFFORDABLE HOUSING",Woman,"Master'S Degree",120000.0000
"REAL ESTATE ASSOCIATION",Woman,"College Degree",47000.0000
"REAL ESTATE CORP. OFFICE/NOT A REALTOR",Woman,"College Degree",55000.0000
"REAL ESTATE CUSTOMER CARE",Woman,"College Degree",50000.0000
"REAL ESTATE DEVELOPMENT",Woman,"College Degree",50000.0000
"REAL ESTATE DEVELOPMENT",Woman,"Master'S Degree",155000.0000
"REAL ESTATE INVESTMENT",Woman,"College Degree",73000.0000
"REAL ESTATE INVESTMENT SUPPORT",Woman,"High School",63000.0000
"REAL ESTATE SERVICEA",Man,"Some College",70000.0000
"REAL ESTATE SERVICES",Woman,"Master'S Degree",47500.0000
"REAL ESTATE SOFTWARE",Woman,"Master'S Degree",114000.0000
"REAL ESTATE TITLE COMPANY",Man,"Some College",47445.0000
"REAL ESTATE VALUATION",Woman,"College Degree",62000.0000
"REAL ESTATE: TITLE & ESCROW",Non-binary,"High School",38563.0000
"REAL ESTATE/ MORTGAGE",Woman,"Some College",47008.0000
"REAL ESTATE/DEVELOPMENT",Woman,"College Degree",65000.0000
"REAL WORLD EVIDENCE (DATA FOR PHARMA RESEARCH)",Man,"Master'S Degree",181290.0000
"RECRUITMENT  OR HR",Man,"Some College",44000.0000
"RECRUITMENT  OR HR",Woman,"College Degree",66500.0000
"RECRUITMENT OR  HUMAN RESOURCES",Woman,"College Degree",78000.0000
"RECRUITMENT OR HR",Man,"College Degree",74435.7143
"RECRUITMENT OR HR",Man,"High School",63645.0000
"RECRUITMENT OR HR",Man,"Master'S Degree",100857.1429
"RECRUITMENT OR HR",Man,PH.D.,36000.0000
"RECRUITMENT OR HR",Man,"Some College",75375.0000
"RECRUITMENT OR HR",Non-binary,"College Degree",62000.0000
"RECRUITMENT OR HR",Non-binary,"Master'S Degree",60033.6667
"RECRUITMENT OR HR","Other/Prefer not to answer","College Degree",90333.3333
"RECRUITMENT OR HR","Other/Prefer not to answer","Master'S Degree",88800.0000
"RECRUITMENT OR HR",Woman,"College Degree",73712.2857
"RECRUITMENT OR HR",Woman,"High School",56960.0000
"RECRUITMENT OR HR",Woman,"Master'S Degree",79503.0000
"RECRUITMENT OR HR",Woman,PH.D.,107343.7500
"RECRUITMENT OR HR",Woman,"Professional Degree (MD, Jd, Etc.)",93540.0000
"RECRUITMENT OR HR",Woman,"Some College",73534.3103
"REGULATORY AFFAIRS",Man,"College Degree",75000.0000
"REGULATORY AFFAIRS- NUTRACEUTICALS",Woman,"College Degree",70980.0000
RELIGION,Man,"Professional Degree (MD, Jd, Etc.)",100000.0000
RELIGION,Woman,"Master'S Degree",58000.0000
RELIGION/CHURCH,Woman,"Master'S Degree",54000.0000
RELIGIOUS,Man,"College Degree",53000.0000
"RELIGIOUS (CHURCH)",Woman,"College Degree",49500.0000
"RELIGIOUS (SYNAGOGUE)",Woman,"College Degree",62400.0000
"RELIGIOUS EDUCATOR",Woman,"College Degree",31200.0000
"RELIGIOUS INSTITUTE",Woman,"College Degree",32000.0000
"RELIGIOUS INSTITUTION",Woman,"Master'S Degree",54080.0000
"RENEWABLE ENERGY",Non-binary,"College Degree",71077.0000
"RENEWABLE ENERGY",Woman,"College Degree",112000.0000
"RENEWABLE ENERGY",Woman,"Master'S Degree",89083.3333
"RENEWABLE ENERGY DEVELOPMENT",Man,"Professional Degree (MD, Jd, Etc.)",170000.0000
"RENEWABLE FUELS",Woman,"Master'S Degree",72000.0000
"REPAIR FACILITY FOR HEAVY DUTY TRUCKS","Other/Prefer not to answer","High School",65000.0000
RESEARCH,Man,"College Degree",47840.0000
RESEARCH,Man,PH.D.,65038.2500
RESEARCH,"Other/Prefer not to answer","College Degree",87000.0000
RESEARCH,Woman,"College Degree",49704.0000
RESEARCH,Woman,"Master'S Degree",70951.5000
RESEARCH,Woman,PH.D.,93043.0000
RESEARCH,Woman,"Some College",34320.0000
"RESEARCH  & DEVELOPMENT, FOOD  & BEVERAGE",Woman,"Master'S Degree",50000.0000
"RESEARCH - ACADEMIC",Woman,PH.D.,66000.0000
"RESEARCH - PUBLIC HEALTH",Woman,"Master'S Degree",76000.0000
"RESEARCH (HEALTH)",Woman,"Master'S Degree",74000.0000
"RESEARCH / GOV",Man,PH.D.,83000.0000
"RESEARCH & DEVELOPMENT",Man,PH.D.,65000.0000
"RESEARCH & DEVELOPMENT",Woman,"College Degree",90333.3333
"RESEARCH & DEVELOPMENT",Woman,"Master'S Degree",72000.0000
"RESEARCH & DEVELOPMENT",Woman,PH.D.,65000.0000
"RESEARCH & DEVELOPMENT (DEFENSE INDUSTRY)",Woman,"Some College",90000.0000
"RESEARCH & DEVELOPMENT (PHYSICAL SCIENCES)",Woman,PH.D.,130000.0000
"RESEARCH ADMINISTRATION",Woman,"Master'S Degree",53000.0000
"RESEARCH AND DEVELOPMENT",Man,PH.D.,113000.0000
"RESEARCH AND DEVELOPMENT",Woman,"College Degree",58000.0000
"RESEARCH AND DEVELOPMENT",Woman,PH.D.,145750.0000
"RESEARCH AND DEVELOPMENT ACADEMIA",Woman,"Master'S Degree",74500.0000
"RESEARCH AND EVALUATION",Woman,PH.D.,115000.0000
"RESEARCH AT A NATIONAL LABORATORY",Woman,PH.D.,90000.0000
"RESEARCH AT A STATE UNIVERSITY",Woman,"College Degree",55000.0000
"RESEARCH INSTITUTE",Woman,"College Degree",38000.0000
"RESEARCH INSTITUTE",Woman,"Master'S Degree",30000.0000
"RESEARCH SCIENCE",Man,"Master'S Degree",60000.0000
"RESEARCH SCIENCE",Woman,"College Degree",79000.0000
"RESEARCH SCIENCE",Woman,PH.D.,46750.0000
"RESEARCH SCIENTIST, PHARMA",Woman,"Master'S Degree",175000.0000
RESEARCH/ACADEMIA,Woman,"Master'S Degree",43500.0000
"RESEARCH/SOCIAL SCIENCE",Woman,PH.D.,110000.0000
RESTAURANT,Man,"High School",29120.0000
RESTAURANT,Man,"Some College",15080.0000
RESTAURANT,Non-binary,"College Degree",31200.0000
RESTAURANT,Non-binary,"Some College",55000.0000
RESTAURANT,Woman,"Some College",38000.0000
"RESTAURANT GROUP",Woman,"College Degree",63000.0000
"RESTAURANT/FOOD SERVICE",Woman,"College Degree",35360.0000
RESTAURANT/SERVICE,Woman,"College Degree",107000.0000
"RESTAURANTS & HOSPITALITY",Woman,"College Degree",118000.0000
RESTORATION,Woman,"College Degree",184000.0000
RETAIL,Man,"College Degree",66802.2955
RETAIL,Man,"High School",41976.0000
RETAIL,Man,"Master'S Degree",62425.0000
RETAIL,Man,PH.D.,103000.0000
RETAIL,Man,"Professional Degree (MD, Jd, Etc.)",81333.3333
RETAIL,Man,"Some College",45877.8182
RETAIL,Non-binary,"College Degree",32862.5000
RETAIL,Non-binary,"High School",26010.0000
RETAIL,Non-binary,"Master'S Degree",39586.6667
RETAIL,Non-binary,"Some College",35618.6667
RETAIL,"Other/Prefer not to answer","College Degree",65642.8571
RETAIL,"Other/Prefer not to answer","High School",29120.0000
RETAIL,"Other/Prefer not to answer","Some College",39780.0000
RETAIL,Woman,"College Degree",60893.4612
RETAIL,Woman,"High School",47290.4074
RETAIL,Woman,"Master'S Degree",71800.0000
RETAIL,Woman,PH.D.,39520.0000
RETAIL,Woman,"Professional Degree (MD, Jd, Etc.)",34624.6000
RETAIL,Woman,"Some College",46777.4691
"RETAIL CALL CENTER",Woman,"College Degree",55000.0000
"RETAIL MID LEVEL MANAGEMENT",Woman,"Some College",36000.0000
"RETAIL PHARMACY",Woman,"Master'S Degree",102924.0000
"RETAIL REAL ESTATE",Woman,"College Degree",67000.0000
RETIRED,Woman,"College Degree",13000.0000
RIDESHARE,Woman,"College Degree",48000.0000
"RURAL ELECTRIFICATION",Woman,"College Degree",60000.0000
SAAS,Man,"College Degree",85000.0000
"SAAS COMPANY/SOFTWARE",Woman,"College Degree",160000.0000
"SAILING INSTRUCTOR",Woman,"High School",41600.0000
SALES,Man,"College Degree",85494.2857
SALES,Man,"High School",58280.0000
SALES,Man,"Master'S Degree",97554.5455
SALES,Man,PH.D.,100000.0000
SALES,Man,"Some College",92458.3333
SALES,Non-binary,"College Degree",35250.0000
SALES,Non-binary,"Some College",40600.0000
SALES,"Other/Prefer not to answer","Some College",56150.0000
SALES,Woman,"College Degree",67648.6875
SALES,Woman,"High School",76087.5000
SALES,Woman,"Master'S Degree",90945.1111
SALES,Woman,PH.D.,71666.6667
SALES,Woman,"Professional Degree (MD, Jd, Etc.)",88333.3333
SALES,Woman,"Some College",58839.6552
"SALES OPERATIONS",Man,"College Degree",75000.0000
"SALES OPERATIONS",Woman,"College Degree",96000.0000
"SALES OPERATIONS",Woman,"Some College",55000.0000
"SCHOOL DISTRICT PRE-K-12",Woman,"Master'S Degree",40200.0000
SCIENCE,Man,PH.D.,92665.3333
SCIENCE,"Other/Prefer not to answer","College Degree",44000.0000
SCIENCE,Woman,"College Degree",50172.0000
SCIENCE,Woman,"Master'S Degree",50750.0000
SCIENCE,Woman,PH.D.,91000.0000
"SCIENCE  & NATURAL RESOURCE MANAGEMENT",Woman,"Master'S Degree",96000.0000
"SCIENCE - QC LAB",Woman,"Master'S Degree",91794.0000
"SCIENCE (CHEMISTRY R&D)",Woman,"College Degree",123000.0000
"SCIENCE (LABORATORY)",Woman,"College Degree",59000.0000
"SCIENCE (RESEARCH, BIOLOGY)",Woman,PH.D.,55000.0000
"SCIENCE & REASEARCH",Woman,PH.D.,40000.0000
"SCIENCE ACADEMIA",Woman,PH.D.,59000.0000
"SCIENCE PUBLISHING",Woman,PH.D.,103000.0000
"SCIENCE RESEARCH",Non-binary,"Master'S Degree",56763.0000
"SCIENCE RESEARCH",Woman,"College Degree",44000.0000
"SCIENCE RESEARCH",Woman,PH.D.,59666.6667
"SCIENCE RESEARCH, GOVERNMENT",Woman,PH.D.,131000.0000
SCIENCE/BIOTECH,Woman,"College Degree",65000.0000
SCIENCE/GOVERNMENT,Woman,PH.D.,110500.0000
SCIENCE/RESEARCH,Woman,"Master'S Degree",70000.0000
"SCIENCE/RESEARCH (ACADEMIA)",Woman,"College Degree",38784.0000
"SCIENCE/RESEARCH NON-ACADEMIC",Woman,PH.D.,76000.0000
SCIENCES,Woman,"College Degree",35500.0000
SCIENTIFIC,Woman,"College Degree",80000.0000
SCIENTIFIC,Woman,"Master'S Degree",80000.0000
"SCIENTIFIC ANALYSIS",Woman,"Master'S Degree",70000.0000
"SCIENTIFIC PUBLISHING",Woman,PH.D.,65000.0000
"SCIENTIFIC R&D",Woman,"Master'S Degree",55500.0000
"SCIENTIFIC RESEARCH",Man,"College Degree",43500.0000
"SCIENTIFIC RESEARCH",Man,"Master'S Degree",180000.0000
"SCIENTIFIC RESEARCH",Man,PH.D.,49975.0000
"SCIENTIFIC RESEARCH",Woman,"College Degree",32104.5000
"SCIENTIFIC RESEARCH",Woman,"Master'S Degree",65247.4000
"SCIENTIFIC RESEARCH",Woman,PH.D.,104857.1429
"SCIENTIFIC RESEARCH",Woman,"Some College",31200.0000
"SCIENTIFIC RESEARCH (INDUSTRY)",Woman,PH.D.,122000.0000
SCIENTIST,Man,"College Degree",125000.0000
SCIENTIST,Woman,"College Degree",103500.0000
SCIENTIST,Woman,"Master'S Degree",76000.0000
SECURITY,Woman,"College Degree",85000.0000
SECURITY,Woman,"Some College",50000.0000
"SECURITY AND MANUFACTURING COMPANY",Woman,"College Degree",36000.0000
SERVICE,Woman,"Some College",70000.0000
"SERVICE AND REPAIR",Woman,"Some College",51000.0000
"SHARED OFFICE SPACE",Woman,"College Degree",48000.0000
"SIGN LANGUAGE INTERPRETER, COMMUNITY",Woman,"College Degree",124800.0000
"SKILLED TRADE",Woman,"Some College",80000.0000
"SMALL BUSINESS/SERVICE COMPANY",Woman,"High School",41000.0000
"SOCIAL RESEARCH",Woman,"Master'S Degree",34024.0000
"SOCIAL SCIENCE",Woman,PH.D.,129000.0000
"SOCIAL SCIENCE RESEARCH - NOT QUITE ACADEMIA, NOT QUITE NONPROFIT, NOT QUITE CONSULTING",Woman,"Master'S Degree",91000.0000
"SOCIAL SCIENCES RESEARCH",Woman,"College Degree",55000.0000
"SOCIAL WORK",Man,"College Degree",56400.0000
"SOCIAL WORK",Man,"Master'S Degree",75680.6000
"SOCIAL WORK",Man,"Professional Degree (MD, Jd, Etc.)",43000.0000
"SOCIAL WORK",Man,"Some College",28080.0000
"SOCIAL WORK",Non-binary,"College Degree",26116.0000
"SOCIAL WORK",Non-binary,"Master'S Degree",54157.1429
"SOCIAL WORK",Non-binary,"Professional Degree (MD, Jd, Etc.)",72000.0000
"SOCIAL WORK","Other/Prefer not to answer","College Degree",90000.0000
"SOCIAL WORK","Other/Prefer not to answer","Master'S Degree",56000.0000
"SOCIAL WORK",Woman,"College Degree",47040.6087
"SOCIAL WORK",Woman,"High School",38600.0000
"SOCIAL WORK",Woman,"Master'S Degree",61846.8757
"SOCIAL WORK",Woman,PH.D.,74595.0000
"SOCIAL WORK",Woman,"Some College",39742.5000
"SOFT DRINKS MANUFACTURING",Man,"High School",48000.0000
SOFTWARE,Man,"College Degree",160000.0000
SOFTWARE,Man,"Some College",78000.0000
SOFTWARE,Woman,"College Degree",117666.6667
SOFTWARE,Woman,"Some College",92700.0000
"SOFTWARE AS A SERVICE SAAS",Woman,"College Degree",68000.0000
"SOFTWARE DEVELOPMENT",Woman,"College Degree",145000.0000
